OBI ID	IEDB alternative term	RDFS Label	Textual Definition	Logical Definition Type	Parent	Technique	Input	Reagent	MHC Source	Biological Process	BCell Process Result	TCell Process Result	Output	Unit	Term Editor	Definition Source
OBI:0001643	neutralization |biological activity	biological activity assay measuring epitope specific immunoglobulin-mediated neutralization	A B cell epitope dependent biological activity determination assay that detects neutralization of the antigen.	equivalent	assay measuring B cell epitope specific biological activity						immunoglobulin-mediated neutralization				"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001644	opsonization|biological activity	biological activity assay measuring epitope specific opsonization	A B cell epitope specific activation of additional immune response in vitro assay that detects opsonization.	equivalent	biological activity assay measuring epitope specific activation of additional immune response in vitro						opsonization				"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001645	qualitative binding|calorimetry	calorimetry assay measuring binding of a B cell epitope:antibody complex 	A B cell epitope qualitative binding to antibody assay that uses a calorimetric binding assay.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	calorimetric binding assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001646	3D structure|electron microscopy	electron microscopy assay determining the 3D structure of a B cell epitope:antibody complex	A B cell epitope 3D structure determination assay that uses an electron microscopy imaging assay.	equivalent	3D structure determining assay of a 3D B cell epitope:antibody complex	electron microscopy imaging assay							3D structural organization datum		"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001647	3D structure|nuclear magnetic resonance (NMR)	NMR assay determining the 3D structure of a B cell epitope:antibody complex	A B cell epitope 3D structure determination assay that uses a nuclear magnetic resonance assay.	equivalent	3D structure determining assay of a 3D B cell epitope:antibody complex	nuclear magnetic resonance 3D structure determination assay							3D structural organization datum		"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001648	qualitative binding|cross blocking	cross blocking assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses an antibody cross-blocking assay.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	antibody cross-blocking assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001649	qualitative binding|radio immuno assay (RIA)	RIA measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses a radio immuno assay.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	radio immuno assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001650	qualitative binding|western blot	immunoblot assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses an immunoblot assay.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	immunoblot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001651	qualitative binding|surface plasmon resonance (SPR)	plasmon resonance assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses a surface plasmon resonance assay.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	surface plasmon resonance binding assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001652	qualitative binding|immuno staining	immuno staining assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses an immuno staining assay.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	immuno staining assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001653	qualitative binding|immunoprecipitation	immunoprecipitation assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses an immunoprecipitation assay.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	immunoprecipitation assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001654	qualitative binding|mass spectrometry	mass spectrometry assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses a mass spectrometry assay.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	mass spectrometry assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001655	qualitative binding|phage display	phage display assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses a phage display binding assay.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	phage display binding assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001656	qualitative binding|electron microscopy	electron microscopy assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses an electron microscopy imaging assay.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	electron microscopy imaging assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001657	qualitative binding|ELISA	ELISA measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses an enzyme-linked immunosorbent assay.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	enzyme-linked immunosorbent assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001658	qualitative binding|ELISPOT	ELISPOT assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses an enzyme-linked immunospot assay.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001659	qualitative binding|flow cytometry	flow cytometry assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses a flow cytometry assay.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	flow cytometry assay									IEDB	IEDB
OBI:0001660	granzyme A release|intracellular staining	intracellular material detection assay measuring epitope specific granzyme A release by T cells	A T cell epitope specific granzyme A release assay that uses an intracellular material detection by flow cytometry assay.	equivalent	biological activity assay measuring epitope specific granzyme A release by T cells	flow cytometry assay									IEDB	IEDB
OBI:0001661	qualitative binding|chromatography	chromatography assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses an analytical chromatography assay.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	analytical chromatography									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001662	qualitative binding|nuclear magnetic resonance (NMR)	NMR assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses a nuclear magnetic resonance assay.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	nuclear magnetic resonance 3D structure determination assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001663	granulysin release|ELISA	ELISA measuring epitope specific granulysin release by T cells	A T cell epitope specific granulysin release assay that uses an ELISA.	equivalent	biological activity assay measuring epitope specific granulysin release by T cells	enzyme-linked immunosorbent assay									IEDB	IEDB
OBI:0001664	granulysin release|intracellular staining	intracellular material detection assay measuring epitope specific granulysin release by T cells	A T cell epitope specific granulysin release assay that uses an intracellular material detection by flow cytometry assay.	equivalent	biological activity assay measuring epitope specific granulysin release by T cells	flow cytometry assay									IEDB	IEDB
OBI:0001665	off rate|cellular MHC/direct/fluorescence|1/s	cell bound MHC direct binding assay measuring the off rate [koff] of a MHC:ligand complex using fluorescence detection	A cell bound MHC ligand binding off rate measurement (koff) determination assay that uses fluorescence detection to measure direct ligand binding.	equivalent	assay measuring the off rate measurement [koff] of a MHC:ligand complex	fluorescence detection assay			cell					hertz	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001666	on rate|cellular MHC/direct/fluorescence|nM^-1s^-1	cell bound MHC direct binding assay measuring binding on rate [kon] of a MHC:ligand complex using fluorescence detection	A cell bound MHC ligand binding on rate (kon) determination assay that uses fluorescence detection to measure direct ligand binding.	equivalent	assay measuring the MHC ligand binding on rate [kon] of a MHC:ligand complex	fluorescence detection assay			cell					count per nanomolar second	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001667	dissociation constant KD (~IC50)|purified MHC/competitive/fluorescence|nM	purified MHC competitive binding assay measuring equilibrium dissociation constant [KD] of a MHC:ligand complex approximated by IC50 using fluorescence detection	A purified MHC ligand binding equilibrium dissociation constant (KD) determination assay that uses fluorescence detection to detect loss of binding of a known reference ligand due to competition by the ligand under investigation and provides IC50 values determined under assay conditions where the IC50 approximates a KD value. 	subclass	assay measuring the dissociation constant [KD] of a MHC:ligand complex	fluorescence detection assay	('material entity' and 'has role' some 'competitive binding reference ligand role')		purified MHC molecule preparation					nanomolar	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001675	IL-17A release|ELISA	ELISA measuring epitope specific interleukin-17A production by T cells	A T cell epitope specific interleukin-17A production assay that uses an ELISA.	equivalent	biological activity assay measuring epitope specific interleukin-17A production by T cells	enzyme-linked immunosorbent assay									IEDB	IEDB
OBI:0001676	IL-7 release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-7 production by T cells	An assay of epitope specific interleukin-7 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific interleukin-7 production by T cells	detection of specific nucleic acid polymers with complementary probes									IEDB	IEDB
OBI:0001692	protection from fertility|in vivo assay	in vivo assay measuring B cell epitope specific protection from fertility	An efficacy of B cell epitope intervention experiment that uses a protection from challenge in vivo intervention experiment based on reduction of fertility.	subclass	biological activity assay measuring B cell epitope specific in vivo activity	in vivo intervention experiment	organism								"PERSON:Randi Vita, James Overton, Bjoern Peters"	IEDB
OBI:0001693	tolerance|in vivo assay	in vivo assay measuring B cell epitope specific tolerance induction	An efficacy of B cell epitope intervention experiment that uses a tolerance induction intervention experiment.	equivalent	biological activity assay measuring B cell epitope specific in vivo activity	tolerance induction intervention experiment					B cell tolerance induction				"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001694	hypersensitivity|in vivo assay	in vivo assay measuring B cell epitope specific induction of hypersensitivity	An efficacy of B cell epitope intervention experiment that detects a hypersensitivity response by monitoring skin reactions.	equivalent	biological activity assay measuring B cell epitope specific in vivo activity	in vivo intervention experiment					hypersensitivity				"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001695	agglutination|biological activity	biological activity assay measuring epitope specific immune complex formation	A B cell epitope specific activation of additional immune response in vitro assay that detects agglutination.	equivalent	biological activity assay measuring epitope specific activation of additional immune response in vitro						immune complex formation				"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001696	survival from challenge|in vivo assay	in vivo assay measuring B cell epitope specific protection based on survival	A B cell epitope in vivo intervention experiment that uses a protection from challenge in vivo intervention experiment based on survival.	subclass	in vivo assay measuring B cell epitope specific protection from challenge	protection from challenge in vivo intervention experiment									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001697	decreased disease|in vivo assay	in vivo assay measuring B cell epitope specific treatment of disease	An efficacy of B cell epitope intervention experiment that detects a decrease in disease.	equivalent	biological activity assay measuring B cell epitope specific in vivo activity	treatment intervention experiment									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001698	in vivo activity|biological activity	biological activity assay measuring B cell epitope specific in vivo activity	A B cell epitope dependent biological activity determination assay that uses an in vivo intervention experiment.	equivalent	assay measuring B cell epitope specific biological activity	in vivo intervention experiment	organism								"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001701	qualitative binding|antigen inhibition	antigen inhibition assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that measures the ability of an antigen to inhibit antibody binding to a known ligand.	subclass	assay measuring qualitiative binding of a B cell epitope:antibody complex		('material entity' and 'has role' some 'positive reference substance role')								"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001703	qualitative binding|binding assay	assay measuring qualitiative binding of a B cell epitope:antibody complex	A B cell epitope recognition assay that detects qualitative binding.	equivalent	assay measuring binding of a B cell epitope:antibody complex					immunoglobulin binding to epitope					IEDB	IEDB
OBI:0001704	secondary in vitro activity|biological activity	biological activity assay measuring epitope specific activation of additional immune response in vitro	A B cell epitope dependent biological activity determination assay that detects secondary in vitro activity.	subclass	assay measuring B cell epitope specific biological activity					('process is result of' some 'immunoglobulin binding to epitope')					IEDB	IEDB
OBI:0001705	antibody activity inhibition|biological activity	biological activity assay measuring epitope specific antigen inhibition of antibody activity	A B cell epitope dependent biological activity determination assay that detects inhibition of the antibody's activity by the antigen.	subclass	assay measuring B cell epitope specific biological activity		('material entity' and 'has role' some 'positive reference substance role')								IEDB	IEDB
OBI:0001706	biological activity|any method	assay measuring B cell epitope specific biological activity	A B cell epitope recognition assay that detects biological activity.	equivalent	assay measuring binding of a B cell epitope:antibody complex					('process is result of' some 'immunoglobulin binding to epitope')					IEDB	IEDB
OBI:0001708	dissociation constant KD|binding assay|nM	assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	A B cell epitope binding constant determination assay that measures the dissociation constant KD.	equivalent	assay measuring a binding constant of a B cell epitope:antibody complex								equilibrium dissociation constant (KD)		"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001709	binding constant|binding assay	assay measuring a binding constant of a B cell epitope:antibody complex	A B cell epitope recognition assay that quantitavely characterizes the binding of an antibody / BCR with a ligand by determining a binding constant. 	equivalent	assay measuring binding of a B cell epitope:antibody complex								binding constant		"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001710	protection from challenge|in vivo assay	in vivo assay measuring B cell epitope specific protection from challenge	An efficacy of B cell epitope intervention experiment that uses a protection from challenge in vivo intervention experiment.	equivalent	biological activity assay measuring B cell epitope specific in vivo activity	protection from challenge in vivo intervention experiment									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001711	disease exacerbation|in vivo assay	in vivo assay measuring B cell epitope specific disease exacerbation	An efficacy of B cell epitope intervention experiment that uses a disease exacerbation in vivo intervention experiment.	equivalent	biological activity assay measuring B cell epitope specific in vivo activity	disease exacerbation in vivo intervention experiment									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001718	on rate|binding assay|M^-1s^-1	assay measuring the on rate [kon] of a B cell epitope:antibody complex	A B cell epitope binding constant determination assay that measures the on rate.	equivalent	assay measuring a binding constant of a B cell epitope:antibody complex								binding on rate measurement datum (kon)		"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001719	association constant KA|binding assay|1/nM	assay measuring the association constant [KA] of a B cell epitope:antibody complex	A B cell epitope binding constant determination assay that measures the association constant KA.	equivalent	assay measuring a binding constant of a B cell epitope:antibody complex								equilibrium association constant (KA)		"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001721	3D structure|any method	3D structure determining assay of a 3D B cell epitope:antibody complex	A B cell epitope recognition assay that characterizes the 3D structure of an antibody / BCR with a ligand.	equivalent	assay measuring binding of a B cell epitope:antibody complex	3D structure determination of bound complex assay							3D structural organization datum		"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001723	off rate|binding assay|1/s	assay measuring the off rate [koff] of a B cell epitope:antibody complex	A B cell epitope binding constant determination assay that measures the off rate.	equivalent	assay measuring a binding constant of a B cell epitope:antibody complex								binding off rate measurement datum (koff)		"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001724	hemagglutination inhibition|biological activity	biological activity assay measuring epitope specific hemagglutination inhibition	A B cell epitope qualitative binding to antibody assay that uses a viral hemagglutination inhibition assay.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	viral hemagglutination inhibition assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001726	qualitative binding|quenching	quenching assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses an antibody binding detection by fluorescence quenching.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	antibody binding detection by fluorescence quenching									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001727	dissociation constant KD|radio immuno assay (RIA)|nM	RIA measuring the dissociation constant [KD] of a B cell epitope:antibody complex	A B cell epitope equilibrium dissociation constant (KD) determination assay that uses a radio immuno assay.	equivalent	assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	radio immuno assay								nanomolar	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001728	dissociation constant KD|ELISA|nM	ELISA measuring the dissociation constant [KD] of a B cell epitope:antibody complex	A B cell epitope equilibrium dissociation constant (KD) determination assay that uses an enzyme-linked immunosorbent assay.	equivalent	assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	enzyme-linked immunosorbent assay								nanomolar	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001729	dissociation constant KD|quenching|nM	quenching assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	A B cell epitope equilibrium dissociation constant (KD) determination assay that uses an antibody binding detection by fluorescence quenching assay.	equivalent	assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	antibody binding detection by fluorescence quenching								nanomolar	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001730	association constant KA|surface plasmon resonance (SPR)|1/nM	surface plasmon resonance assay measuring the association constant [KA] of a B cell epitope:antibody complex	A B cell epitope equilibrium association constant (KA) determination assay that uses a surface plasmon resonance assay.	equivalent	assay measuring the association constant [KA] of a B cell epitope:antibody complex	surface plasmon resonance binding assay								count per nanomolar	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001731	dissociation constant KD|surface plasmon resonance (SPR)|nM	surface plasmon resonance assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	A B cell epitope equilibrium dissociation constant (KD) determination assay that uses a surface plasmon resonance assay.	equivalent	assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	surface plasmon resonance binding assay								nanomolar	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001732	association constant KA|quenching|1/nM	quenching assay measuring the association constant [KA] of a B cell epitope:antibody complex	A B cell epitope equilibrium association constant (KA) determination assay that uses an antibody binding detection by fluorescence quenching assay.	equivalent	assay measuring the association constant [KA] of a B cell epitope:antibody complex	antibody binding detection by fluorescence quenching								count per nanomolar	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001733	association constant KA|calorimetry|1/nM	calorimetry assay measuring the association constant [KA] of a B cell epitope:antibody complex	A B cell epitope equilibrium association constant (KA) determination assay that uses a calorimetric binding assay.	equivalent	assay measuring the association constant [KA] of a B cell epitope:antibody complex	calorimetric binding assay								count per nanomolar	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001734	dissociation constant KD|calorimetry|nM	calorimetry assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex 	A B cell epitope equilibrium dissociation constant (KD) determination assay that uses a calorimetric binding assay.	equivalent	assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	calorimetric binding assay								nanomolar	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001735	association constant KA|ELISA|1/nM	ELISA measuring the association constant [KA] of a B cell epitope:antibody complex	A B cell epitope equilibrium association constant (KA) determination assay that uses an enzyme-linked immunosorbent assay.	equivalent	assay measuring the association constant [KA] of a B cell epitope:antibody complex	enzyme-linked immunosorbent assay								count per nanomolar	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001736	association constant KA|radio immuno assay (RIA)|1/nM	RIA measuring the association constant [KA] of a B cell epitope:antibody complex	A B cell epitope equilibrium association constant (KA) determination assay that uses a radio immuno assay.	equivalent	assay measuring the association constant [KA] of a B cell epitope:antibody complex	radio immuno assay								count per nanomolar	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001738	3D structure|x-ray crystallography|angstroms	X-ray crystallography assay determining the 3D structure of a B cell epitope:antibody complex	A B cell epitope 3D structure determination assay that uses an X-ray crystallography assay.	equivalent	3D structure determining assay of a 3D B cell epitope:antibody complex	X-ray crystallography assay							3D structural organization datum	angstrom	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001739	off rate|surface plasmon resonance (SPR)|1/s	surface plasmon resonance assay measuring the off rate [koff] of a B cell epitope:antibody complex	A B cell epitope binding off rate measurement (koff) determination assay that uses a surface plasmon resonance assay.	equivalent	assay measuring the off rate [koff] of a B cell epitope:antibody complex	surface plasmon resonance binding assay								hertz	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001740	off rate|quenching|1/s	quenching assay measuring the off rate [koff] of a B cell epitope:antibody complex	A B cell epitope binding off rate measurement (koff) determination assay that uses an antibody binding detection by fluorescence quenching assay.	equivalent	assay measuring the off rate [koff] of a B cell epitope:antibody complex	antibody binding detection by fluorescence quenching								hertz	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001741	on rate|surface plasmon resonance (SPR)|M^-1s^-1	surface plasmon resonance assay measuring the on rate [kon] of a B cell epitope:antibody complex	A B cell epitope on rate measurement (kon) determination assay that uses a surface plasmon resonance assay.	equivalent	assay measuring the on rate [kon] of a B cell epitope:antibody complex	surface plasmon resonance binding assay								count per molar second	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001742	on rate|quenching|M^-1s^-1	quenching assay measuring the on rate [kon] of a B cell epitope:antibody complex	A B cell epitope on rate measurement (kon) determination assay that uses an antibody binding detection by fluorescence quenching assay.	equivalent	assay measuring the on rate [kon] of a B cell epitope:antibody complex	antibody binding detection by fluorescence quenching								count per molar second	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001743	IL-1b release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-1 beta production by T cells	An assay of epitope specific interleukin-1 beta production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific interleukin-1 beta production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001744	IL-1a release|ICS	intracellular cytokine staining assay measuring epitope specific interleukin-1 alpha production by T cells	An assay of epitope specific interleukin-1 alpha production by T cells that uses an intracellular cytokine staining assay.	equivalent	biological activity assay measuring epitope specific interleukin-1 alpha production by T cells	flow cytometry assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001745	IL-1a release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-1 alpha production by T cells	An assay of epitope specific interleukin-1 alpha production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific interleukin-1 alpha production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001746	IL-1a release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-1 alpha production by T cells	An assay of epitope specific interleukin-1 alpha production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific interleukin-1 alpha production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001747	IL-1a release|cytometric bead array	cytometric bead array assay measuring epitope specific interleukin-1 alpha production by T cells	An assay of epitope specific interleukin-1 alpha production by T cells that uses a cytometric bead array assay.	equivalent	biological activity assay measuring epitope specific interleukin-1 alpha production by T cells	cytometric bead array assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001748	IFNb release|ELISPOT	ELISPOT assay measuring epitope specific interferon-beta production by T cells	An assay of epitope specific interferon-beta production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific interferon-beta production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001749	IFNb release|ICS	intracellular cytokine staining assay measuring epitope specific interferon-beta production by T cells	An assay of epitope specific interferon-beta production by T cells that uses an intracellular cytokine staining assay.	equivalent	biological activity assay measuring epitope specific interferon-beta production by T cells	flow cytometry assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001750	G-CSF release|ICS	intracellular cytokine staining assay measuring epitope specific granulocyte colony stimulating factor production by T cells	An assay of epitope specific granulocyte colony stimulating factor production by T cells that uses an intracellular cytokine staining assay.	equivalent	biological activity assay measuring epitope specific granulocyte colony stimulating factor production by T cells	flow cytometry assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001751	IFNb release|ELISA	ELISA measuring epitope specific interferon-beta production by T cells	An assay of epitope specific interferon-beta production by T cells that uses an ELISA.	equivalent	biological activity assay measuring epitope specific interferon-beta production by T cells	enzyme-linked immunosorbent assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001752	G-CSF release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific granulocyte colony stimulating factor production by T cells	An assay of epitope specific granulocyte colony stimulating factor production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific granulocyte colony stimulating factor production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001753	G-CSF release|ELISPOT	ELISPOT assay measuring epitope specific granulocyte colony stimulating factor production by T cells	An assay of epitope specific granulocyte colony stimulating factor production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific granulocyte colony stimulating factor production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001754	CXCL9/MIG release|cytometric bead array	cytometric bead array assay measuring epitope specific chemokine (C-X-C motif) ligand 9 production by T cells	An assay of epitope specific chemokine (C-X-C motif) ligand 9 production by T cells that uses a cytometric bead array assay.	equivalent	biological activity assay measuring epitope specific chemokine (C-X-C motif) ligand 9 production by T cells	cytometric bead array assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001756	CXCL9/MIG release|ELISPOT	ELISPOT assay measuring epitope specific chemokine (C-X-C motif) ligand 9 production by T cells	An assay of epitope specific chemokine (C-X-C motif) ligand 9 production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific chemokine (C-X-C motif) ligand 9 production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001757	CXCL9/MIG release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-X-C motif) ligand 9 production by T cells	An assay of epitope specific chemokine (C-X-C motif) ligand 9 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific chemokine (C-X-C motif) ligand 9 production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
